id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,days_since_prev_campaign_contact,num_contacts_prev_campaign,prev_campaign_outcome,lead_value
id_13324,25.0,management,single,tertiary,no,208.0,no,no,cellular,28,aug,144.0,1.0,94.0,4,failure,1
id_11202,29.0,admin.,married,secondary,no,-4.0,yes,yes,cellular,14,jul,541.0,2.0,,0,unknown,1
id_30,43.0,admin.,married,secondary,no,476.0,no,no,cellular,6,aug,338.0,1.0,364.0,1,other,1
id_38290,25.0,blue-collar,married,secondary,no,98.0,yes,no,unknown,27,may,692.0,1.0,,0,unknown,1
id_15831,41.0,blue-collar,divorced,primary,no,139.0,yes,no,cellular,18,jul,642.0,3.0,,0,unknown,1
id_22644,44.0,services,married,primary,no,439.0,yes,no,cellular,13,may,553.0,3.0,,0,unknown,1
id_30251,29.0,unemployed,single,primary,no,547.0,no,no,cellular,29,jan,809.0,1.0,,0,unknown,1
id_42195,46.0,technician,divorced,secondary,no,1016.0,no,no,cellular,15,sep,187.0,1.0,92.0,3,failure,1
id_23745,44.0,entrepreneur,married,secondary,no,705.0,no,no,cellular,1,jun,247.0,1.0,348.0,1,success,1
id_14071,56.0,management,married,secondary,no,-2.0,no,no,cellular,27,oct,308.0,1.0,111.0,8,other,1
id_6047,33.0,management,single,tertiary,no,71.0,yes,no,cellular,13,may,760.0,2.0,371.0,3,failure,1
id_10741,44.0,technician,married,secondary,no,335.0,yes,no,cellular,2,feb,256.0,1.0,269.0,1,success,1
id_913,31.0,entrepreneur,single,tertiary,yes,-405.0,yes,yes,cellular,13,aug,703.0,2.0,,0,unknown,1
id_27026,45.0,admin.,married,secondary,no,972.0,no,no,cellular,17,mar,180.0,1.0,,0,unknown,1
id_18109,35.0,technician,married,tertiary,no,337.0,no,no,cellular,12,feb,414.0,2.0,183.0,1,success,1
id_24896,46.0,admin.,single,secondary,no,1697.0,yes,no,cellular,20,oct,428.0,1.0,,0,unknown,1
id_5262,58.0,unemployed,married,secondary,no,1048.0,no,no,cellular,27,may,168.0,3.0,279.0,4,success,1
id_26159,,technician,single,secondary,yes,-452.0,no,yes,cellular,18,jul,658.0,2.0,,0,unknown,1
id_23474,23.0,management,single,tertiary,no,154.0,no,no,cellular,3,feb,604.0,1.0,,0,unknown,1
id_22857,42.0,blue-collar,married,secondary,no,1221.0,yes,no,cellular,11,may,627.0,1.0,,0,unknown,1
id_22953,57.0,technician,married,secondary,no,1134.0,no,no,cellular,14,jul,601.0,2.0,,0,unknown,1
id_12321,44.0,admin.,divorced,secondary,no,2.0,no,no,cellular,14,apr,1612.0,1.0,148.0,1,failure,1
id_18749,33.0,management,married,unknown,no,381.0,no,no,cellular,29,sep,240.0,2.0,491.0,4,failure,1
id_816,45.0,housemaid,married,secondary,no,20182.0,yes,no,cellular,17,nov,703.0,1.0,,0,unknown,1
id_17732,58.0,admin.,married,secondary,no,1697.0,no,no,cellular,21,aug,789.0,10.0,,0,unknown,1
id_23031,65.0,retired,married,primary,no,493.0,no,no,cellular,2,feb,347.0,1.0,109.0,2,failure,1
id_29486,62.0,retired,married,primary,no,280.0,no,no,cellular,22,apr,235.0,1.0,,0,unknown,1
id_43000,46.0,management,married,secondary,no,1626.0,yes,no,cellular,19,nov,1073.0,2.0,,0,unknown,1
id_40198,34.0,technician,single,tertiary,no,100.0,no,no,cellular,28,jan,731.0,1.0,,0,unknown,1
id_17674,33.0,management,single,tertiary,no,12568.0,no,no,cellular,9,sep,335.0,1.0,295.0,1,failure,1
id_31406,42.0,admin.,divorced,secondary,no,2546.0,yes,no,cellular,15,may,913.0,2.0,347.0,2,failure,1
id_39331,28.0,services,single,primary,no,193.0,no,no,cellular,4,feb,974.0,2.0,,0,unknown,1
id_38566,64.0,retired,married,secondary,no,1613.0,no,no,cellular,18,feb,380.0,1.0,183.0,4,failure,1
id_44866,35.0,technician,married,secondary,no,1365.0,no,no,cellular,1,jun,506.0,1.0,292.0,5,failure,1
id_18591,41.0,technician,divorced,secondary,no,2340.0,no,no,cellular,29,jul,627.0,3.0,,0,unknown,1
id_41646,35.0,admin.,married,tertiary,no,4.0,yes,no,cellular,18,jul,849.0,8.0,,0,unknown,1
id_35312,24.0,student,single,secondary,no,,no,no,cellular,28,may,675.0,3.0,196.0,2,other,1
id_1391,24.0,admin.,single,secondary,no,81.0,no,yes,cellular,10,jul,619.0,1.0,,0,unknown,1
id_39164,33.0,management,single,tertiary,no,10280.0,no,no,cellular,22,apr,404.0,1.0,,0,unknown,1
id_7071,43.0,blue-collar,single,secondary,no,1081.0,yes,yes,cellular,13,may,945.0,3.0,370.0,4,failure,1
id_23643,52.0,blue-collar,married,primary,no,256.0,no,no,cellular,31,jul,707.0,4.0,,0,unknown,1
id_18632,29.0,services,married,primary,no,231.0,yes,no,cellular,21,jul,1015.0,6.0,,0,unknown,1
id_34924,59.0,management,married,secondary,no,-384.0,no,no,cellular,31,jul,657.0,12.0,,0,unknown,1
id_2605,37.0,blue-collar,single,secondary,no,2.0,no,no,cellular,19,nov,1010.0,1.0,,0,unknown,1
id_4301,54.0,unemployed,married,secondary,no,373.0,no,no,cellular,8,oct,406.0,1.0,183.0,1,success,1
id_17547,29.0,technician,single,tertiary,no,-128.0,no,yes,cellular,23,jul,685.0,1.0,,0,unknown,1
id_10338,34.0,services,married,secondary,no,297.0,yes,no,cellular,20,nov,820.0,3.0,,0,unknown,1
id_5961,25.0,unemployed,single,primary,no,1216.0,no,no,cellular,29,jan,692.0,1.0,,0,unknown,1
id_10294,39.0,blue-collar,married,secondary,no,1596.0,yes,yes,cellular,16,apr,1463.0,2.0,,0,unknown,1
id_2569,34.0,entrepreneur,single,tertiary,no,-51.0,no,no,unknown,17,jun,653.0,8.0,,0,unknown,1
id_16338,55.0,management,married,tertiary,no,537.0,no,no,cellular,1,jun,194.0,2.0,,0,unknown,1
id_14431,48.0,management,divorced,tertiary,no,3415.0,yes,no,unknown,19,jun,663.0,1.0,,0,unknown,1
id_43312,26.0,blue-collar,single,tertiary,no,457.0,no,no,cellular,22,oct,539.0,4.0,148.0,3,success,1
id_37640,28.0,services,married,secondary,no,1019.0,yes,no,cellular,19,nov,559.0,6.0,,0,unknown,1
id_5043,30.0,blue-collar,single,primary,no,5643.0,no,no,cellular,21,nov,684.0,3.0,,0,unknown,1
id_6205,36.0,technician,married,tertiary,no,1537.0,yes,no,cellular,15,jun,454.0,1.0,56.0,1,other,1
id_42003,49.0,housemaid,married,secondary,no,3940.0,yes,no,cellular,9,nov,166.0,2.0,96.0,5,success,1
id_23740,45.0,entrepreneur,married,tertiary,no,93.0,no,no,cellular,1,jun,770.0,2.0,,0,unknown,1
id_1762,25.0,admin.,single,secondary,no,105.0,no,yes,cellular,8,jul,674.0,2.0,,0,unknown,1
id_40005,60.0,admin.,married,secondary,no,2340.0,yes,no,unknown,5,may,1057.0,1.0,,0,unknown,1
id_27791,72.0,retired,married,unknown,no,523.0,no,no,telephone,16,oct,440.0,1.0,57.0,1,failure,1
id_45005,49.0,management,married,tertiary,no,3460.0,no,yes,cellular,13,jul,371.0,2.0,166.0,3,other,1
id_21749,31.0,services,single,tertiary,no,3115.0,no,no,cellular,16,oct,289.0,1.0,,0,unknown,1
id_44066,29.0,technician,single,secondary,no,200.0,no,no,cellular,28,jul,475.0,2.0,,0,unknown,1
id_744,47.0,services,married,secondary,no,272.0,no,no,cellular,22,aug,572.0,2.0,,0,unknown,1
id_44106,34.0,blue-collar,divorced,primary,no,-311.0,yes,no,cellular,12,may,740.0,1.0,,0,unknown,1
id_19815,52.0,technician,married,tertiary,no,-5.0,no,no,cellular,17,nov,493.0,1.0,,0,unknown,1
id_2512,47.0,blue-collar,married,secondary,no,70.0,yes,no,unknown,13,may,3366.0,3.0,,0,unknown,1
id_16884,40.0,admin.,single,secondary,no,45.0,no,no,cellular,15,may,854.0,1.0,,0,unknown,1
id_10579,49.0,unemployed,married,secondary,no,3675.0,yes,no,unknown,30,may,874.0,3.0,,0,unknown,1
id_39947,36.0,admin.,married,secondary,no,1970.0,no,no,telephone,27,oct,364.0,1.0,,0,unknown,1
id_277,21.0,student,single,primary,no,1285.0,no,no,cellular,2,apr,236.0,2.0,,0,unknown,1
id_28141,30.0,unemployed,divorced,primary,no,0.0,yes,no,unknown,30,may,731.0,12.0,,0,unknown,1
id_23093,57.0,management,married,unknown,no,1185.0,no,no,unknown,5,may,671.0,1.0,,0,unknown,1
id_371,38.0,management,single,tertiary,no,3669.0,no,no,cellular,20,apr,167.0,1.0,376.0,1,other,1
id_39788,43.0,housemaid,married,secondary,no,4065.0,no,no,cellular,30,sep,313.0,1.0,41.0,1,success,1
id_24399,49.0,blue-collar,married,secondary,no,861.0,yes,no,unknown,19,may,941.0,2.0,,0,unknown,1
id_39491,38.0,management,married,unknown,no,543.0,yes,no,cellular,7,may,452.0,3.0,351.0,2,failure,1
id_7282,41.0,admin.,divorced,secondary,no,6042.0,yes,yes,telephone,15,mar,317.0,6.0,182.0,2,success,1
id_12975,30.0,management,married,tertiary,no,319.0,yes,no,cellular,18,may,1441.0,2.0,356.0,4,failure,1
id_3800,33.0,admin.,married,secondary,no,-3.0,yes,no,telephone,17,jul,1429.0,7.0,,0,unknown,1
id_9116,33.0,housemaid,married,tertiary,no,-4.0,no,no,cellular,18,aug,148.0,1.0,84.0,2,failure,1
id_25857,42.0,technician,single,secondary,no,26.0,no,no,unknown,1,jul,706.0,2.0,,0,unknown,1
id_25500,60.0,retired,married,tertiary,no,3137.0,yes,yes,cellular,6,aug,968.0,4.0,98.0,1,unknown,1
id_38218,24.0,blue-collar,single,secondary,no,539.0,yes,no,unknown,2,jun,594.0,2.0,,0,unknown,1
id_17991,49.0,housemaid,married,tertiary,no,5475.0,no,no,cellular,24,feb,143.0,2.0,184.0,2,success,1
id_18933,28.0,management,single,tertiary,no,1647.0,no,no,cellular,18,sep,898.0,5.0,,0,unknown,1
id_16849,66.0,retired,married,primary,no,0.0,no,no,telephone,15,jan,825.0,1.0,,0,unknown,1
id_36371,36.0,blue-collar,married,primary,no,2365.0,yes,no,cellular,16,apr,1018.0,3.0,325.0,4,failure,1
id_2284,33.0,housemaid,married,secondary,no,394.0,yes,no,cellular,15,jul,673.0,3.0,,0,unknown,1
id_13480,38.0,technician,married,secondary,no,7954.0,no,no,cellular,19,nov,712.0,1.0,111.0,2,failure,1
id_103,37.0,management,married,tertiary,no,502.0,yes,no,cellular,7,may,560.0,1.0,351.0,1,failure,1
id_21446,46.0,management,single,tertiary,no,1349.0,yes,yes,cellular,11,may,724.0,1.0,,0,unknown,1
id_9551,74.0,self-employed,married,unknown,no,4983.0,no,no,telephone,15,jun,136.0,3.0,48.0,2,success,1
id_13490,25.0,technician,single,secondary,no,-1.0,yes,no,unknown,19,may,622.0,1.0,,0,unknown,1
id_39738,59.0,retired,married,primary,no,1079.0,no,no,cellular,15,jun,594.0,1.0,,0,unknown,1
id_30383,23.0,student,single,unknown,no,20.0,no,no,telephone,30,apr,276.0,1.0,,0,unknown,1
id_11571,60.0,admin.,married,secondary,no,449.0,no,no,cellular,18,aug,716.0,5.0,,0,unknown,1
id_31761,57.0,services,married,primary,no,487.0,yes,no,cellular,15,apr,1212.0,3.0,,0,unknown,1
id_12543,54.0,admin.,divorced,secondary,no,1688.0,no,no,cellular,26,oct,222.0,4.0,442.0,4,failure,1
id_3961,19.0,student,single,primary,no,,no,no,telephone,18,jan,271.0,5.0,285.0,5,success,1
id_7010,34.0,blue-collar,married,primary,no,692.0,yes,yes,unknown,16,may,1049.0,4.0,,0,unknown,1
id_44274,37.0,blue-collar,married,secondary,no,45.0,yes,yes,cellular,11,jul,539.0,2.0,,0,unknown,1
id_2747,39.0,management,married,tertiary,no,1306.0,yes,no,cellular,2,feb,611.0,1.0,,0,unknown,1
id_11465,84.0,retired,married,secondary,no,,no,no,telephone,19,feb,335.0,1.0,,0,unknown,1
id_37227,37.0,services,married,secondary,no,325.0,no,no,cellular,9,jun,862.0,2.0,188.0,6,failure,1
id_13242,24.0,blue-collar,single,primary,no,2481.0,no,no,cellular,10,jul,1493.0,3.0,,0,unknown,1
id_7671,23.0,blue-collar,single,secondary,yes,78.0,no,yes,cellular,8,jul,817.0,2.0,,0,unknown,1
id_36964,33.0,housemaid,single,tertiary,no,94.0,no,no,cellular,23,jul,497.0,2.0,,0,unknown,1
id_6608,38.0,admin.,married,secondary,no,2.0,yes,no,cellular,8,jun,171.0,1.0,181.0,2,success,1
id_40152,32.0,technician,married,tertiary,no,121.0,no,no,cellular,8,aug,999.0,1.0,,0,unknown,1
id_8108,32.0,entrepreneur,single,tertiary,yes,-409.0,yes,yes,cellular,21,nov,859.0,1.0,100.0,2,success,1
id_23599,30.0,technician,single,secondary,no,2539.0,no,no,cellular,15,jul,233.0,1.0,184.0,3,success,1
id_486,38.0,admin.,divorced,secondary,no,593.0,no,no,cellular,13,oct,185.0,2.0,99.0,5,failure,1
id_21785,27.0,management,single,tertiary,no,166.0,no,no,cellular,2,oct,177.0,2.0,109.0,1,success,1
id_35647,41.0,admin.,single,tertiary,no,,no,no,unknown,11,jun,1307.0,2.0,,0,unknown,1
id_5143,65.0,technician,married,secondary,no,972.0,no,no,cellular,25,feb,306.0,1.0,388.0,1,success,1
id_19143,43.0,management,divorced,tertiary,no,2369.0,no,no,cellular,22,sep,272.0,1.0,184.0,6,success,1
id_25147,56.0,blue-collar,married,secondary,no,3458.0,yes,no,cellular,3,jul,898.0,3.0,,0,unknown,1
id_7416,38.0,unemployed,single,tertiary,no,7968.0,no,no,cellular,2,sep,410.0,1.0,184.0,4,success,1
id_28262,44.0,housemaid,single,primary,no,2785.0,yes,no,cellular,13,may,553.0,1.0,,0,unknown,1
id_10315,35.0,management,divorced,tertiary,no,2461.0,no,no,cellular,2,jun,160.0,1.0,281.0,5,other,1
id_8355,68.0,retired,married,primary,no,1426.0,no,no,telephone,26,may,278.0,2.0,135.0,5,success,1
id_20603,41.0,management,married,tertiary,no,295.0,no,no,cellular,8,jul,231.0,4.0,115.0,6,failure,1
id_33703,26.0,admin.,single,secondary,no,256.0,yes,yes,cellular,3,jun,601.0,4.0,,0,unknown,1
id_26529,27.0,blue-collar,single,secondary,no,-125.0,yes,no,cellular,4,jul,1034.0,3.0,,0,unknown,1
id_16057,70.0,retired,married,unknown,no,642.0,no,no,telephone,10,mar,154.0,1.0,348.0,1,failure,1
id_12299,41.0,blue-collar,single,primary,no,576.0,yes,no,cellular,7,apr,623.0,1.0,39.0,2,success,1
id_33365,29.0,management,single,tertiary,no,12861.0,yes,no,telephone,4,may,498.0,4.0,87.0,2,success,1
id_2006,61.0,retired,married,secondary,no,301.0,no,no,cellular,17,nov,727.0,2.0,,0,unknown,1
id_37823,30.0,unemployed,married,tertiary,no,327.0,no,no,cellular,13,jan,279.0,1.0,194.0,2,success,1
id_31650,27.0,admin.,single,secondary,no,26.0,yes,no,cellular,6,may,751.0,1.0,,0,unknown,1
id_14760,27.0,student,single,secondary,no,71.0,no,no,cellular,23,feb,201.0,1.0,187.0,5,success,1
id_10105,35.0,blue-collar,married,secondary,no,683.0,yes,yes,cellular,16,jul,605.0,3.0,,0,unknown,1
id_34719,23.0,student,single,tertiary,no,291.0,no,no,cellular,5,mar,68.0,1.0,91.0,2,success,1
id_40337,33.0,technician,married,tertiary,no,413.0,no,no,cellular,11,aug,592.0,4.0,,0,unknown,1
id_29056,27.0,management,single,tertiary,no,315.0,no,no,cellular,27,mar,327.0,2.0,,0,unknown,1
id_29017,79.0,retired,married,primary,no,158.0,no,no,telephone,9,dec,324.0,2.0,,0,unknown,1
id_33863,35.0,management,single,tertiary,no,1404.0,yes,no,cellular,11,may,597.0,3.0,,0,unknown,1
id_9299,74.0,retired,married,tertiary,no,6029.0,no,no,cellular,14,aug,250.0,2.0,,0,unknown,1
id_1307,27.0,self-employed,single,tertiary,no,4.0,yes,no,unknown,26,may,1567.0,2.0,,0,unknown,1
id_42457,62.0,retired,married,primary,no,3739.0,no,no,telephone,6,feb,195.0,1.0,,0,unknown,1
id_12082,42.0,services,single,tertiary,no,92.0,yes,no,cellular,10,feb,140.0,1.0,183.0,6,success,1
id_11477,31.0,admin.,married,secondary,no,30.0,no,no,cellular,13,aug,313.0,2.0,105.0,1,success,1
id_11755,38.0,unemployed,married,tertiary,no,4147.0,no,no,unknown,20,jun,978.0,4.0,,0,unknown,1
id_26199,36.0,technician,married,tertiary,no,3745.0,yes,,cellular,18,may,729.0,4.0,,0,unknown,1
id_13592,72.0,retired,married,unknown,no,1939.0,no,no,telephone,4,dec,704.0,2.0,,0,unknown,1
id_10345,44.0,technician,single,secondary,no,246.0,no,no,telephone,2,mar,368.0,2.0,,0,unknown,1
id_26214,52.0,management,married,tertiary,no,472.0,no,no,cellular,16,apr,177.0,1.0,,0,unknown,1
id_29717,32.0,technician,single,secondary,no,535.0,no,yes,cellular,29,jan,760.0,1.0,,0,unknown,1
id_13478,27.0,admin.,divorced,secondary,no,887.0,no,no,unknown,12,may,832.0,1.0,,0,unknown,1
id_11939,27.0,management,single,tertiary,no,1030.0,yes,no,cellular,21,jul,853.0,2.0,,0,unknown,1
id_33436,54.0,blue-collar,married,secondary,no,624.0,yes,no,cellular,17,apr,789.0,3.0,,0,unknown,1
id_43614,,management,single,tertiary,no,1228.0,no,no,cellular,13,aug,110.0,2.0,105.0,10,success,1
id_7125,25.0,admin.,single,secondary,no,459.0,yes,no,unknown,26,may,733.0,6.0,,0,unknown,1
id_1312,52.0,management,single,tertiary,no,2085.0,no,no,cellular,1,oct,391.0,2.0,108.0,1,failure,1
id_45144,33.0,technician,single,secondary,no,84.0,yes,no,unknown,20,may,1171.0,4.0,,0,unknown,1
id_28146,77.0,retired,divorced,secondary,no,3219.0,no,no,cellular,24,feb,161.0,1.0,,0,unknown,1
id_29380,50.0,management,married,tertiary,no,-4.0,no,no,cellular,30,jan,182.0,1.0,205.0,1,failure,1
id_12435,46.0,management,married,tertiary,no,1169.0,yes,yes,cellular,24,sep,252.0,1.0,91.0,14,success,1
id_26875,62.0,management,divorced,tertiary,no,1619.0,no,no,cellular,19,oct,524.0,1.0,,0,unknown,1
id_38539,39.0,student,single,tertiary,no,2105.0,no,no,cellular,2,feb,574.0,1.0,,0,unknown,1
id_16212,69.0,retired,married,primary,no,-5.0,no,no,cellular,26,mar,185.0,3.0,191.0,3,failure,1
id_43937,56.0,admin.,divorced,secondary,no,1696.0,no,no,cellular,30,apr,1282.0,1.0,87.0,2,other,1
id_9718,55.0,housemaid,married,primary,no,5273.0,yes,no,unknown,4,jun,756.0,4.0,,0,unknown,1
id_3151,26.0,admin.,single,tertiary,no,1189.0,no,no,cellular,7,oct,292.0,1.0,114.0,1,failure,1
id_39010,48.0,admin.,single,unknown,no,1224.0,no,no,cellular,30,apr,391.0,1.0,,0,unknown,1
id_29683,61.0,retired,married,secondary,no,23043.0,no,no,cellular,17,jun,540.0,1.0,139.0,2,other,1
id_35855,30.0,technician,single,secondary,no,1165.0,no,no,cellular,4,jun,193.0,2.0,183.0,3,success,1
id_32967,43.0,services,married,secondary,no,-239.0,yes,no,cellular,28,jul,737.0,7.0,,0,unknown,1
id_3242,45.0,unemployed,married,secondary,no,820.0,no,no,cellular,16,jul,789.0,3.0,183.0,5,success,1
id_658,35.0,technician,single,secondary,no,38.0,no,no,cellular,29,aug,511.0,2.0,,0,unknown,1
id_7364,30.0,admin.,married,secondary,no,1578.0,yes,no,unknown,3,jun,823.0,2.0,,0,unknown,1
id_11255,39.0,management,married,tertiary,no,352.0,yes,no,unknown,20,may,996.0,3.0,,0,unknown,1
id_28303,32.0,technician,single,tertiary,no,7541.0,yes,no,cellular,28,aug,262.0,1.0,88.0,2,other,1
id_30059,18.0,student,single,unknown,no,461.0,no,no,cellular,16,jun,216.0,1.0,,0,unknown,1
id_39374,74.0,retired,married,tertiary,no,1119.0,no,no,telephone,13,oct,196.0,2.0,,0,unknown,1
id_14236,27.0,admin.,single,secondary,no,268.0,yes,no,cellular,25,may,663.0,1.0,181.0,2,success,1
id_41501,57.0,management,married,tertiary,no,613.0,no,no,cellular,30,apr,212.0,1.0,83.0,1,success,1
id_26054,29.0,technician,married,tertiary,no,2162.0,no,no,cellular,13,jul,584.0,6.0,182.0,2,success,1
id_3084,30.0,technician,married,secondary,no,481.0,yes,no,cellular,12,aug,686.0,2.0,463.0,1,success,1
id_4101,52.0,management,divorced,tertiary,no,1595.0,no,no,cellular,22,aug,616.0,4.0,,0,unknown,1
id_5359,56.0,entrepreneur,divorced,secondary,no,538.0,yes,no,cellular,13,oct,311.0,1.0,67.0,2,success,1
id_23510,42.0,technician,married,unknown,no,1558.0,no,no,cellular,11,aug,138.0,1.0,103.0,1,success,1
id_11874,34.0,services,single,secondary,no,0.0,yes,no,cellular,15,may,1007.0,4.0,,0,unknown,1
id_21962,51.0,technician,married,secondary,no,114.0,no,no,cellular,18,feb,430.0,2.0,,0,unknown,1
id_38105,26.0,management,married,unknown,no,446.0,no,no,cellular,14,apr,340.0,1.0,,0,unknown,1
id_17132,37.0,technician,married,secondary,no,1973.0,no,no,cellular,18,jul,827.0,1.0,,0,unknown,1
id_13607,44.0,technician,married,tertiary,no,4579.0,yes,no,unknown,15,may,913.0,2.0,,0,unknown,1
id_13585,43.0,management,single,tertiary,no,3447.0,no,no,cellular,19,nov,1677.0,3.0,,0,unknown,1
id_1732,26.0,blue-collar,single,secondary,no,24.0,no,no,cellular,26,feb,579.0,2.0,,0,unknown,1
id_13604,49.0,management,married,tertiary,no,3837.0,no,no,cellular,1,jun,221.0,2.0,,0,unknown,1
id_32022,49.0,services,married,secondary,no,752.0,yes,no,cellular,7,may,546.0,2.0,,0,unknown,1
id_34684,27.0,management,single,tertiary,no,1539.0,no,no,cellular,18,aug,483.0,8.0,,0,unknown,1
id_6053,,blue-collar,single,secondary,no,258.0,yes,no,unknown,2,jun,719.0,14.0,,0,unknown,1
id_27790,41.0,unemployed,married,secondary,no,2241.0,no,no,cellular,21,nov,746.0,2.0,,0,unknown,1
id_26208,41.0,management,married,tertiary,no,3.0,no,no,cellular,14,oct,1428.0,3.0,,0,unknown,1
id_33243,32.0,management,married,tertiary,no,2289.0,yes,no,unknown,26,may,880.0,4.0,,0,unknown,1
id_6096,37.0,management,single,tertiary,no,340.0,yes,no,unknown,26,may,784.0,5.0,,0,unknown,1
id_17451,27.0,management,single,tertiary,no,2303.0,no,no,cellular,12,aug,221.0,2.0,104.0,2,failure,1
id_39048,26.0,management,married,tertiary,no,3.0,yes,no,cellular,6,may,654.0,2.0,,0,unknown,1
id_16134,69.0,retired,married,primary,no,759.0,no,no,cellular,24,apr,381.0,2.0,,0,unknown,1
id_23819,28.0,student,single,tertiary,no,5288.0,no,no,cellular,11,feb,277.0,1.0,91.0,4,success,1
id_38701,38.0,housemaid,single,tertiary,no,7437.0,no,no,cellular,31,jul,1464.0,6.0,,0,unknown,1
id_11417,27.0,management,single,tertiary,no,65.0,no,no,cellular,12,aug,580.0,4.0,,0,unknown,1
id_10616,45.0,unemployed,married,secondary,no,384.0,no,no,cellular,23,apr,301.0,1.0,,0,unknown,1
id_29082,42.0,blue-collar,married,primary,yes,156.0,no,yes,cellular,18,jul,697.0,9.0,,0,unknown,1
id_30623,41.0,technician,married,tertiary,no,1288.0,no,no,cellular,16,sep,1705.0,3.0,105.0,2,success,1
id_24952,45.0,housemaid,married,secondary,no,273.0,yes,no,cellular,30,jul,1025.0,29.0,,0,unknown,1
id_17243,54.0,retired,married,tertiary,no,359.0,yes,no,cellular,11,aug,514.0,1.0,103.0,1,failure,1
id_35710,26.0,admin.,married,secondary,no,1590.0,no,no,cellular,29,dec,179.0,2.0,197.0,2,success,1
id_28736,42.0,blue-collar,married,primary,no,-3.0,yes,no,cellular,6,feb,606.0,4.0,200.0,4,success,1
id_27883,32.0,admin.,married,secondary,no,52.0,yes,yes,cellular,25,oct,239.0,1.0,284.0,3,success,1
id_39080,36.0,technician,married,secondary,no,175.0,yes,no,cellular,16,jul,482.0,3.0,,0,unknown,1
id_31429,27.0,management,married,secondary,no,285.0,yes,no,cellular,22,jul,727.0,1.0,,0,unknown,1
id_13965,62.0,retired,married,secondary,no,23420.0,no,no,cellular,2,feb,439.0,1.0,,0,unknown,1
id_27601,66.0,retired,divorced,secondary,no,706.0,no,no,cellular,3,nov,543.0,1.0,,0,unknown,1
id_6088,35.0,management,married,tertiary,no,5364.0,no,no,cellular,31,aug,340.0,1.0,455.0,2,failure,1
id_2660,37.0,management,married,tertiary,no,4175.0,no,no,cellular,23,oct,325.0,2.0,184.0,5,failure,1
id_452,54.0,admin.,married,unknown,no,141.0,no,no,telephone,27,oct,511.0,2.0,,0,unknown,1
id_11495,47.0,housemaid,married,primary,no,7349.0,no,no,cellular,13,aug,552.0,2.0,,0,unknown,1
id_9259,43.0,technician,divorced,secondary,no,-5.0,yes,no,cellular,7,jul,851.0,4.0,,0,unknown,1
id_21376,26.0,student,single,tertiary,no,4.0,no,no,cellular,28,sep,281.0,2.0,105.0,7,other,1
id_5624,49.0,management,single,tertiary,no,259.0,no,yes,cellular,30,jul,821.0,4.0,,0,unknown,1
id_7227,28.0,technician,married,secondary,no,916.0,no,no,cellular,2,jun,385.0,1.0,,0,unknown,1
id_42493,28.0,admin.,single,tertiary,no,759.0,yes,no,cellular,6,sep,162.0,2.0,186.0,7,success,1
id_27937,37.0,technician,married,secondary,no,-92.0,yes,no,cellular,17,apr,917.0,2.0,263.0,3,failure,1
id_2324,30.0,management,single,tertiary,no,401.0,no,no,cellular,24,apr,228.0,2.0,,0,unknown,1
id_25843,39.0,services,married,secondary,no,4020.0,no,no,cellular,30,apr,666.0,2.0,196.0,1,success,1
id_19443,70.0,retired,married,primary,no,7948.0,no,no,cellular,27,apr,242.0,1.0,181.0,1,failure,1
id_38011,67.0,unknown,married,unknown,no,4712.0,no,no,telephone,6,aug,244.0,,,0,unknown,1
id_41749,38.0,entrepreneur,married,tertiary,no,941.0,yes,no,cellular,14,aug,896.0,3.0,267.0,1,other,1
id_34585,31.0,self-employed,single,tertiary,no,1578.0,no,no,cellular,13,oct,208.0,1.0,92.0,5,success,1
id_22991,32.0,management,married,tertiary,no,1776.0,no,no,cellular,5,aug,327.0,2.0,181.0,4,failure,1
id_27484,52.0,management,married,tertiary,no,,no,no,cellular,17,feb,1201.0,3.0,,0,unknown,1
id_36890,35.0,blue-collar,married,primary,no,2.0,yes,no,unknown,8,may,736.0,2.0,,0,unknown,1
id_29963,39.0,entrepreneur,married,tertiary,no,2249.0,yes,no,telephone,3,apr,375.0,2.0,136.0,6,failure,1
id_33465,39.0,blue-collar,married,secondary,no,2470.0,no,no,cellular,19,jul,219.0,2.0,276.0,3,other,1
id_14299,45.0,blue-collar,married,primary,no,5464.0,yes,no,cellular,13,may,576.0,2.0,174.0,2,success,1
id_35931,70.0,retired,divorced,secondary,no,6854.0,no,no,telephone,3,sep,2046.0,1.0,,0,unknown,1
id_36699,40.0,management,divorced,tertiary,no,236.0,no,no,cellular,25,sep,690.0,1.0,,0,unknown,1
id_22474,35.0,blue-collar,married,primary,no,6716.0,no,no,cellular,13,jan,288.0,4.0,97.0,1,other,1
id_38445,,management,married,tertiary,no,6253.0,no,no,cellular,10,aug,273.0,2.0,356.0,10,other,1
id_21589,42.0,self-employed,single,tertiary,no,0.0,no,no,cellular,7,aug,424.0,1.0,,0,unknown,1
id_20043,47.0,admin.,divorced,secondary,no,2516.0,no,no,cellular,21,nov,452.0,1.0,,0,unknown,1
id_8269,28.0,services,married,secondary,no,75.0,yes,no,cellular,15,may,614.0,1.0,340.0,4,failure,1
